,0,1,2,3,4,5,6,7
5,6,秦新能源,4095,比亚迪,12.99,17.48,https://www.16888.com/128198/options/,202009
6,7,帕萨特新能源,3555,上汽大众,23.32,24.22,https://www.16888.com/128252/options/,202009
7,8,蔚来ES6,3268,蔚来,36.80,55.40,https://www.16888.com/127934/options/,202009
8,9,唐新能源,3046,比亚迪,20.98,34.28,https://www.16888.com/126549/options/,202009
9,10,名爵EZS纯电动,2793,上汽名爵,11.98,14.98,https://www.16888.com/128403/options/,202009
10,11,比亚迪e2,2113,比亚迪,9.58,14.58,https://www.16888.com/128578/options/,202009
11,12,逸动新能源,2107,长安汽车,14.99,15.99,https://www.16888.com/127732/options/,202009
12,13,威马EX5,2035,威马汽车,16.08,17.98,https://www.16888.com/128029/options/,202009
13,14,AION V,2003,广汽埃安,18.76,26.98,https://www.16888.com/128866/options/,202009
14,15,启辰D60EV,1682,东风启辰,12.98,17.88,https://www.16888.com/128626/options/,202009
15,16,蔚来ES8,1623,蔚来,49.60,65.60,https://www.16888.com/127767/options/,202009
16,17,WEY VV7新能源,1622,长城汽车,21.98,23.98,https://www.16888.com/128748/options/,202009
17,18,宝骏E100,1551,上汽通用五菱,4.98,5.48,https://www.16888.com/127573/options/,202009
18,19,宝骏E200,1482,上汽通用五菱,5.48,6.48,https://www.16888.com/128214/options/,202009
19,20,轩逸·纯电,1435,东风日产,23.80,25.40,https://www.16888.com/128225/options/,202009
20,21,宋新能源,1391,比亚迪,0.00,0.00,https://www.16888.com/127723/options/,202009
21,22,哪吒N01,1332,合众汽车,6.68,13.98,https://www.16888.com/128141/options/,202009
22,23,宝骏E300,1203,上汽通用五菱,0.00,0.00,https://www.16888.com/128786/options/,202009
23,24,途观L新能源,1112,上汽大众,26.11,27.21,https://www.16888.com/128249/options/,202009
24,25,元新能源,1066,比亚迪,0.00,0.00,https://www.16888.com/128065/options/,202009
25,26,探岳GTE,959,一汽-大众,0.00,0.00,https://www.16888.com/128862/options/,202009
26,27,欧拉白猫,915,长城新能源,7.18,10.68,https://www.16888.com/128576/options/,202009
27,28,小鹏G3,853,小鹏汽车,16.89,20.19,https://www.16888.com/127961/options/,202009
28,29,奥迪A6L新能源,846,一汽-大众奥迪,50.80,50.80,https://www.16888.com/128135/options/,202009
29,30,几何C,784,几何汽车,12.98,20.78,https://www.16888.com/128814/options/,202009
30,31,荣威i6新能源,749,上汽集团,14.78,20.18,https://www.16888.com/127701/options/,202009
31,32,哪吒U,691,合众汽车,12.38,18.58,https://www.16888.com/128441/options/,202009
32,33,卡罗拉双擎E+,679,一汽丰田,20.78,23.08,https://www.16888.com/128378/options/,202009
33,34,欧拉iQ,563,长城新能源,11.48,15.03,https://www.16888.com/128188/options/,202009
34,35,广汽丰田iA5,552,广汽丰田新能源,15.98,19.28,https://www.16888.com/128629/options/,202009
35,36,奔驰EQC,510,北京奔驰,49.19,57.98,https://www.16888.com/128206/options/,202009
36,37,云度π1,479,云度新能源,7.48,7.98,https://www.16888.com/127865/options/,202009
37,38,VELITE 5,476,上汽通用别克,0.00,0.00,https://www.16888.com/127696/options/,202009
38,39,腾势X,445,腾势汽车,28.98,35.78,https://www.16888.com/128567/options/,202009
39,40,奥迪Q2L e-tron,426,一汽-大众奥迪,24.38,24.38,https://www.16888.com/128744/options/,202009
40,41,宝来·纯电,410,一汽-大众,0.00,0.00,https://www.16888.com/128689/options/,202009
41,42,雷凌双擎E+,402,广汽丰田,20.38,21.88,https://www.16888.com/128401/options/,202009
42,43,飞凡ER6,381,上汽集团,15.58,20.08,https://www.16888.com/128922/options/,202009
43,44,迈腾GTE插电混动,355,一汽-大众,23.79,25.29,https://www.16888.com/128747/options/,202009
44,45,几何A,326,几何汽车,12.68,20.78,https://www.16888.com/128369/options/,202009
45,46,比亚迪e3,322,比亚迪,15.48,15.58,https://www.16888.com/128565/options/,202009
46,47,赛力斯SF5,311,金康赛力斯,21.68,24.68,https://www.16888.com/128432/options/,202009
47,48,北汽新能源EU,300,北汽新能源,7.98,7.98,https://www.16888.com/127152/options/,202009
48,49,五菱荣光EV,292,上汽通用五菱,11.48,11.78,https://www.16888.com/128892/options/,202009
49,50,东风风神E70,255,东风乘用车,14.28,15.38,https://www.16888.com/127868/options/,202009
0,51,帝豪GSe,253,吉利新能源,10.99,15.99,https://www.16888.com/128078/options/,202009
1,52,嘉际新能源,230,吉利新能源,14.58,16.88,https://www.16888.com/128402/options/,202009
2,53,缤越新能源,226,吉利新能源,11.98,13.58,https://www.16888.com/128486/options/,202009
3,54,江淮iEV6E,219,江淮汽车,5.95,7.55,https://www.16888.com/127487/options/,202009
4,55,东风本田X-NV,211,东风本田,16.98,17.98,https://www.16888.com/128516/options/,202009
5,56,上汽大通MAXUS EUNIQ 5,211,上汽大通,16.58,21.28,https://www.16888.com/128501/options/,202009
6,57,云度π3,207,云度新能源,11.98,14.48,https://www.16888.com/127866/options/,202009
7,58,名爵6新能源,198,上汽名爵,14.58,19.98,https://www.16888.com/128014/options/,202009
8,59,Aion LX,145,广汽埃安,28.66,46.96,https://www.16888.com/128584/options/,202009
9,60,宋MAX新能源,145,比亚迪,14.78,17.48,https://www.16888.com/128417/options/,202009
10,61,小蚂蚁,140,奇瑞新能源,7.39,9.40,https://www.16888.com/127686/options/,202009
11,62,传祺GE3,130,广汽埃安,0.00,0.00,https://www.16888.com/127748/options/,202009
12,63,菱智M5EV,130,东风风行,14.99,17.39,https://www.16888.com/128231/options/,202009
13,64,帝豪新能源,129,吉利新能源,13.58,16.18,https://www.16888.com/127691/options/,202009
14,65,比亚迪e1,119,比亚迪,5.99,7.99,https://www.16888.com/128426/options/,202009
15,66,索纳塔插电混动,116,北京现代,22.28,25.68,https://www.16888.com/128153/options/,202009
16,67,易至EV3,114,江铃集团新能源,6.88,7.38,https://www.16888.com/128413/options/,202009
17,68,蔚来EC6,112,蔚来,37.80,55.40,https://www.16888.com/128852/options/,202009
18,69,江淮iC5,109,江淮汽车,14.99,17.59,https://www.16888.com/128830/options/,202009
19,70,欧尚EV,106,长安汽车,0.00,0.00,https://www.16888.com/128158/options/,202009
20,71,艾瑞泽5e,100,奇瑞新能源,15.98,15.98,https://www.16888.com/127815/options/,202009
21,72,奕泽E进擎,97,一汽丰田,22.58,25.38,https://www.16888.com/128757/options/,202009
22,73,江淮iEVA50,85,江淮汽车,12.98,14.55,https://www.16888.com/128025/options/,202009
23,74,领克01新能源,74,领克,19.97,22.78,https://www.16888.com/128145/options/,202009
24,75,威马EX6,72,威马汽车,0.00,0.00,https://www.16888.com/128755/options/,202009
25,76,沃尔沃S60新能源,63,沃尔沃亚太,39.99,46.19,https://www.16888.com/128327/options/,202009
26,77,开瑞K60EV,62,开瑞汽车,19.88,20.88,https://www.16888.com/128152/options/,202009
27,78,江淮iEV,60,江淮汽车,9.45,9.45,https://www.16888.com/126533/options/,202009
28,79,风光E1,56,东风小康,6.18,7.38,https://www.16888.com/128715/options/,202009
29,80,传祺GS4新能源,55,广汽乘用车,16.38,19.38,https://www.16888.com/127749/options/,202009
30,81,合创007,54,合创汽车,25.98,27.98,https://www.16888.com/128795/options/,202009
31,82,畅巡,53,上汽通用雪佛兰,15.99,17.99,https://www.16888.com/128721/options/,202009
32,83,星越新能源,50,吉利新能源,17.58,21.68,https://www.16888.com/128471/options/,202009
33,84,朗逸纯电,43,上汽大众,14.89,14.89,https://www.16888.com/128595/options/,202009
34,85,领克02新能源,42,领克,18.27,19.77,https://www.16888.com/128628/options/,202009
35,86,丰田C-HR EV,35,广汽丰田,22.58,24.98,https://www.16888.com/128758/options/,202009
36,87,领克03新能源,33,领克,17.67,19.67,https://www.16888.com/128553/options/,202009
37,88,昂希诺纯电动,29,北京现代,17.28,19.88,https://www.16888.com/128719/options/,202009
38,89,风行S50EV,29,东风风行,13.19,18.09,https://www.16888.com/127908/options/,202009
39,90,天逸 C5 AIRCROSS新能源,28,东风雪铁龙,23.17,26.47,https://www.16888.com/128913/options/,202009
40,91,起亚K3新能源,23,起亚,16.68,20.68,https://www.16888.com/128597/options/,202009
41,92,上汽大通MAXUS EG10,22,上汽大通,29.93,41.68,https://www.16888.com/127883/options/,202009
42,93,启辰E30,19,东风启辰,7.24,8.54,https://www.16888.com/126687/options/,202009
43,94,雷诺 e诺,18,东风雷诺,0.00,0.00,https://www.16888.com/128590/options/,202009
44,95,长安欧尚X7 EV,17,长安汽车,15.99,17.99,https://www.16888.com/128809/options/,202009
45,96,北京EX3,16,BEIJING汽车,11.99,16.39,https://www.16888.com/128447/options/,202009
46,97,广汽本田VE-1,16,广汽本田,15.98,18.68,https://www.16888.com/128273/options/,202009
47,98,起亚K5新能源,15,起亚,22.28,23.98,https://www.16888.com/128184/options/,202009
48,99,微蓝7,13,上汽通用别克,19.78,21.78,https://www.16888.com/128811/options/,202009
49,100,帅客新能源,12,郑州日产,0.00,0.00,https://www.16888.com/128096/options/,202009
0,101,长安CS15EV,10,长安汽车,8.98,9.88,https://www.16888.com/127880/options/,202009
1,102,奕炫EV,6,东风乘用车,14.98,15.98,https://www.16888.com/128753/options/,202009
2,103,领动插电混动,4,北京现代,15.78,17.88,https://www.16888.com/128596/options/,202009
3,104,北汽新能源EC,4,北汽新能源,0.00,0.00,https://www.16888.com/127675/options/,202009
4,105,红旗E-HS3,3,一汽红旗,22.58,26.58,https://www.16888.com/128491/options/,202009
5,106,荣威MARVEL X,2,上汽集团,0.00,0.00,https://www.16888.com/128182/options/,202009
6,107,野马EC30,1,野马汽车,0.00,0.00,https://www.16888.com/128211/options/,202009
7,108,蒙迪欧新能源,1,长安福特,0.00,0.00,https://www.16888.com/128007/options/,202009
8,109,瑞虎3xe,1,奇瑞新能源,9.38,10.68,https://www.16888.com/127976/options/,202009
9,110,思皓E20X,1,江淮大众,12.80,13.80,https://www.16888.com/128653/options/,202009
10,111,奔腾B30EV,1,一汽奔腾,0.00,0.00,https://www.16888.com/128151/options/,202009
11,112,传祺GA3S PHEV,0,广汽埃安,16.48,17.48,https://www.16888.com/127752/options/,202009
12,113,江淮iEVA60,0,江淮汽车,0.00,0.00,https://www.16888.com/128437/options/,202009
13,114,路盛S1 EV160B,0,华泰新能源,0.00,0.00,https://www.16888.com/127884/options/,202009
14,115,北汽EC100,0,北汽昌河,7.18,7.58,https://www.16888.com/128796/options/,202009
15,116,祺智EV,0,广汽三菱新能源,12.98,13.98,https://www.16888.com/128230/options/,202009
16,117,WEY P8,0,长城汽车,0.00,0.00,https://www.16888.com/127841/options/,202009
17,118,力帆820EV,0,力帆汽车,0.00,0.00,https://www.16888.com/128237/options/,202009
18,119,标致e2008,0,东风标致,0.00,0.00,https://www.16888.com/128767/options/,202009
19,120,LITE,0,北汽新能源,11.08,12.68,https://www.16888.com/127843/options/,202009
20,121,瑞虎e,0,奇瑞新能源,10.88,13.78,https://www.16888.com/128532/options/,202009
21,122,路盛S1 iEV360,0,华泰新能源,0.00,0.00,https://www.16888.com/128035/options/,202009
22,123,易至EX5,0,江铃集团新能源,12.58,13.28,https://www.16888.com/128037/options/,202009
23,124,起亚KX3新能源,0,起亚,23.98,23.98,https://www.16888.com/128265/options/,202009
24,125,腾势,0,腾势汽车,29.88,32.88,https://www.16888.com/126366/options/,202009
25,126,北京EU5,0,BEIJING汽车,12.99,17.19,https://www.16888.com/128299/options/,202009
26,127,奔腾X40新能源,0,一汽奔腾,0.00,0.00,https://www.16888.com/128305/options/,202009
27,128,云100,0,众泰新能源,0.00,0.00,https://www.16888.com/126716/options/,202009
28,129,众泰Z500新能源,0,众泰新能源,0.00,0.00,https://www.16888.com/126703/options/,202009
29,130,尼欧Ⅱ,0,长安汽车,0.00,0.00,https://www.16888.com/128309/options/,202009
30,131,众泰E200,0,众泰新能源,0.00,0.00,https://www.16888.com/126973/options/,202009
31,132,知豆D2,0,知豆电动车,0.00,0.00,https://www.16888.com/127043/options/,202009
32,133,江铃E160,0,江铃集团新能源,0.00,0.00,https://www.16888.com/127754/options/,202009
33,134,比亚迪e5,0,比亚迪,22.07,22.07,https://www.16888.com/127290/options/,202009
34,135,风光580新能源,0,东风小康,0.00,0.00,https://www.16888.com/128368/options/,202009
35,136,荣威e950,0,上汽集团,0.00,0.00,https://www.16888.com/127363/options/,202009
36,137,全球鹰K12,0,康迪电动汽车集团,0.00,0.00,https://www.16888.com/127525/options/,202009
37,138,江铃E200L,0,江铃集团新能源,0.00,0.00,https://www.16888.com/127530/options/,202009
0,1,宏光MINIEV,23762,上汽通用五菱,3.28,9.99,https://www.16888.com/128864/options/,202010
1,2,荣威Ei5,16490,上汽集团,13.98,15.38,https://www.16888.com/127904/options/,202010
2,3,汉,7545,比亚迪,21.78,33.18,https://www.16888.com/128787/options/,202010
3,4,欧拉黑猫,6269,长城新能源,8.48,9.98,https://www.16888.com/128302/options/,202010
4,5,秦新能源,4535,比亚迪,12.99,17.48,https://www.16888.com/128198/options/,202010
5,6,名爵EZS纯电动,3796,上汽名爵,11.98,14.98,https://www.16888.com/128403/options/,202010
6,7,唐新能源,3721,比亚迪,20.98,34.28,https://www.16888.com/126549/options/,202010
7,8,理想ONE,3692,理想,33.80,33.80,https://www.16888.com/128436/options/,202010
8,9,威马EX5,3003,威马汽车,16.08,17.98,https://www.16888.com/128029/options/,202010
9,10,宝骏E200,2798,上汽通用五菱,5.48,6.48,https://www.16888.com/128214/options/,202010
10,11,比亚迪e2,2598,比亚迪,9.58,14.58,https://www.16888.com/128578/options/,202010
11,12,蔚来ES6,2495,蔚来,36.80,55.40,https://www.16888.com/127934/options/,202010
12,13,宝骏E100,2184,上汽通用五菱,4.98,5.48,https://www.16888.com/127573/options/,202010
13,14,小鹏P7,2104,小鹏汽车,23.99,28.59,https://www.16888.com/128729/options/,202010
14,15,AION V,2006,广汽埃安,18.76,26.98,https://www.16888.com/128866/options/,202010
15,16,欧拉白猫,1651,长城新能源,7.18,10.68,https://www.16888.com/128576/options/,202010
16,17,WEY VV7新能源,1635,长城汽车,21.98,23.98,https://www.16888.com/128748/options/,202010
17,18,逸动新能源,1623,长安汽车,14.99,15.99,https://www.16888.com/127732/options/,202010
18,19,宋新能源,1609,比亚迪,0.00,0.00,https://www.16888.com/127723/options/,202010
19,20,蔚来ES8,1472,蔚来,49.60,65.60,https://www.16888.com/127767/options/,202010
20,21,东风风神E70,1341,东风乘用车,14.28,15.38,https://www.16888.com/127868/options/,202010
21,22,哪吒N01,1291,合众汽车,6.68,13.98,https://www.16888.com/128141/options/,202010
22,23,几何C,1189,几何汽车,12.98,20.78,https://www.16888.com/128814/options/,202010
23,24,蔚来EC6,1178,蔚来,37.80,55.40,https://www.16888.com/128852/options/,202010
24,25,帕萨特新能源,1173,上汽大众,23.32,24.22,https://www.16888.com/128252/options/,202010
25,26,飞凡ER6,1124,上汽集团,15.58,20.08,https://www.16888.com/128922/options/,202010
26,27,元新能源,1112,比亚迪,0.00,0.00,https://www.16888.com/128065/options/,202010
27,28,启辰D60EV,1041,东风启辰,12.98,17.88,https://www.16888.com/128626/options/,202010
28,29,红旗E-HS3,1021,一汽红旗,22.58,26.58,https://www.16888.com/128491/options/,202010
29,30,探岳GTE,982,一汽-大众,0.00,0.00,https://www.16888.com/128862/options/,202010
30,31,途观L新能源,969,上汽大众,26.11,27.21,https://www.16888.com/128249/options/,202010
31,32,宝骏E300,967,上汽通用五菱,0.00,0.00,https://www.16888.com/128786/options/,202010
32,33,荣威i6新能源,960,上汽集团,14.78,20.18,https://www.16888.com/127701/options/,202010
33,34,东风本田X-NV,891,东风本田,16.98,17.98,https://www.16888.com/128516/options/,202010
34,35,帝豪新能源,880,吉利新能源,13.58,16.18,https://www.16888.com/127691/options/,202010
35,36,小鹏G3,815,小鹏汽车,16.89,20.19,https://www.16888.com/127961/options/,202010
36,37,哪吒U,765,合众汽车,12.38,18.58,https://www.16888.com/128441/options/,202010
37,38,奥迪A6L新能源,736,一汽-大众奥迪,50.80,50.80,https://www.16888.com/128135/options/,202010
38,39,几何A,725,几何汽车,12.68,20.78,https://www.16888.com/128369/options/,202010
39,40,奔驰EQC,701,北京奔驰,49.19,57.98,https://www.16888.com/128206/options/,202010
40,41,迈腾GTE插电混动,686,一汽-大众,23.79,25.29,https://www.16888.com/128747/options/,202010
41,42,广汽丰田iA5,665,广汽丰田新能源,15.98,19.28,https://www.16888.com/128629/options/,202010
42,43,卡罗拉双擎E+,660,一汽丰田,20.78,23.08,https://www.16888.com/128378/options/,202010
43,44,广汽本田VE-1,554,广汽本田,15.98,18.68,https://www.16888.com/128273/options/,202010
44,45,云度π1,552,云度新能源,7.48,7.98,https://www.16888.com/127865/options/,202010
45,46,小蚂蚁,492,奇瑞新能源,7.39,9.40,https://www.16888.com/127686/options/,202010
46,47,北汽新能源EU,430,北汽新能源,7.98,7.98,https://www.16888.com/127152/options/,202010
47,48,比亚迪e3,414,比亚迪,15.48,15.58,https://www.16888.com/128565/options/,202010
48,49,上汽大通MAXUS EUNIQ 5,413,上汽大通,16.58,21.28,https://www.16888.com/128501/options/,202010
49,50,雷凌双擎E+,406,广汽丰田,20.38,21.88,https://www.16888.com/128401/options/,202010
0,51,风光E1,392,东风小康,6.18,7.38,https://www.16888.com/128715/options/,202010
1,52,Aion LX,377,广汽埃安,28.66,46.96,https://www.16888.com/128584/options/,202010
2,53,腾势X,350,腾势汽车,28.98,35.78,https://www.16888.com/128567/options/,202010
3,54,VELITE 5,338,上汽通用别克,0.00,0.00,https://www.16888.com/127696/options/,202010
4,55,五菱荣光EV,327,上汽通用五菱,11.48,11.78,https://www.16888.com/128892/options/,202010
5,56,索纳塔插电混动,315,北京现代,22.28,25.68,https://www.16888.com/128153/options/,202010
6,57,赛力斯SF5,300,金康赛力斯,21.68,24.68,https://www.16888.com/128432/options/,202010
7,58,奥迪Q2L e-tron,248,一汽-大众奥迪,24.38,24.38,https://www.16888.com/128744/options/,202010
8,59,云度π3,236,云度新能源,11.98,14.48,https://www.16888.com/127866/options/,202010
9,60,帝豪GSe,226,吉利新能源,10.99,15.99,https://www.16888.com/128078/options/,202010
10,61,宝来·纯电,217,一汽-大众,0.00,0.00,https://www.16888.com/128689/options/,202010
11,62,江淮iC5,216,江淮汽车,14.99,17.59,https://www.16888.com/128830/options/,202010
12,63,比亚迪e1,182,比亚迪,5.99,7.99,https://www.16888.com/128426/options/,202010
13,64,宝马iX3,172,华晨宝马,39.99,43.99,https://www.16888.com/128978/options/,202010
14,65,江淮iEV6E,169,江淮汽车,5.95,7.55,https://www.16888.com/127487/options/,202010
15,66,开瑞K60EV,169,开瑞汽车,19.88,20.88,https://www.16888.com/128152/options/,202010
16,67,名爵6新能源,161,上汽名爵,14.58,19.98,https://www.16888.com/128014/options/,202010
17,68,畅巡,153,上汽通用雪佛兰,15.99,17.99,https://www.16888.com/128721/options/,202010
18,69,缤越新能源,152,吉利新能源,11.98,13.58,https://www.16888.com/128486/options/,202010
19,70,奕泽E进擎,152,一汽丰田,22.58,25.38,https://www.16888.com/128757/options/,202010
20,71,江淮iEVA50,149,江淮汽车,12.98,14.55,https://www.16888.com/128025/options/,202010
21,72,嘉际新能源,148,吉利新能源,14.58,16.88,https://www.16888.com/128402/options/,202010
22,73,朗逸纯电,131,上汽大众,14.89,14.89,https://www.16888.com/128595/options/,202010
23,74,凌宝BOX,119,吉麦新能源,4.18,6.88,https://www.16888.com/128895/options/,202010
24,75,菱智M5EV,109,东风风行,14.99,17.39,https://www.16888.com/128231/options/,202010
25,76,荣威e950,104,上汽集团,0.00,0.00,https://www.16888.com/127363/options/,202010
26,77,途岳新能源,100,上汽大众,0.00,0.00,https://www.16888.com/129038/options/,202010
27,78,宋MAX新能源,95,比亚迪,14.78,17.48,https://www.16888.com/128417/options/,202010
28,79,传祺GE3,93,广汽埃安,0.00,0.00,https://www.16888.com/127748/options/,202010
29,80,欧拉iQ,91,长城新能源,11.48,15.03,https://www.16888.com/128188/options/,202010
30,81,北京EX3,82,BEIJING汽车,11.99,16.39,https://www.16888.com/128447/options/,202010
31,82,丰田C-HR EV,79,广汽丰田,22.58,24.98,https://www.16888.com/128758/options/,202010
32,83,风行S50EV,78,东风风行,13.19,18.09,https://www.16888.com/127908/options/,202010
33,84,艾瑞泽5e,76,奇瑞新能源,15.98,15.98,https://www.16888.com/127815/options/,202010
34,85,领克01新能源,71,领克,19.97,22.78,https://www.16888.com/128145/options/,202010
35,86,合创007,66,合创汽车,25.98,27.98,https://www.16888.com/128795/options/,202010
36,87,昂希诺纯电动,54,北京现代,17.28,19.88,https://www.16888.com/128719/options/,202010
37,88,沃尔沃S60新能源,43,沃尔沃亚太,39.99,46.19,https://www.16888.com/128327/options/,202010
38,89,领克02新能源,42,领克,18.27,19.77,https://www.16888.com/128628/options/,202010
39,90,荣威MARVEL X,37,上汽集团,0.00,0.00,https://www.16888.com/128182/options/,202010
40,91,传祺GS4新能源,37,广汽乘用车,16.38,19.38,https://www.16888.com/127749/options/,202010
41,92,领克03新能源,36,领克,17.67,19.67,https://www.16888.com/128553/options/,202010
42,93,长安CS15EV,35,长安汽车,8.98,9.88,https://www.16888.com/127880/options/,202010
43,94,江淮iEV,32,江淮汽车,9.45,9.45,https://www.16888.com/126533/options/,202010
44,95,天逸 C5 AIRCROSS新能源,28,东风雪铁龙,23.17,26.47,https://www.16888.com/128913/options/,202010
45,96,北汽EC100,20,北汽昌河,7.18,7.58,https://www.16888.com/128796/options/,202010
46,97,上汽大通MAXUS EG10,18,上汽大通,29.93,41.68,https://www.16888.com/127883/options/,202010
47,98,起亚K3新能源,18,起亚,16.68,20.68,https://www.16888.com/128597/options/,202010
48,99,易至EV3,17,江铃集团新能源,6.88,7.38,https://www.16888.com/128413/options/,202010
49,100,微蓝7,15,上汽通用别克,19.78,21.78,https://www.16888.com/128811/options/,202010
0,101,悦虎,12,大运汽车,7.18,8.28,https://www.16888.com/128810/options/,202010
1,102,起亚K5新能源,11,起亚,22.28,23.98,https://www.16888.com/128184/options/,202010
2,103,星越新能源,10,吉利新能源,17.58,21.68,https://www.16888.com/128471/options/,202010
3,104,启辰E30,8,东风启辰,7.24,8.54,https://www.16888.com/126687/options/,202010
4,105,帅客新能源,7,郑州日产,0.00,0.00,https://www.16888.com/128096/options/,202010
5,106,领动插电混动,6,北京现代,15.78,17.88,https://www.16888.com/128596/options/,202010
6,107,欧尚EV,6,长安汽车,0.00,0.00,https://www.16888.com/128158/options/,202010
7,108,奕炫EV,4,东风乘用车,14.98,15.98,https://www.16888.com/128753/options/,202010
8,109,易至EX5,3,江铃集团新能源,12.58,13.28,https://www.16888.com/128037/options/,202010
9,110,标致e2008,1,东风标致,0.00,0.00,https://www.16888.com/128767/options/,202010
10,111,LITE,1,北汽新能源,11.08,12.68,https://www.16888.com/127843/options/,202010
11,112,江淮iEVA60,0,江淮汽车,0.00,0.00,https://www.16888.com/128437/options/,202010
12,113,路盛S1 EV160B,0,华泰新能源,0.00,0.00,https://www.16888.com/127884/options/,202010
13,114,轩逸·纯电,0,东风日产,23.80,25.40,https://www.16888.com/128225/options/,202010
14,115,蒙迪欧新能源,0,长安福特,0.00,0.00,https://www.16888.com/128007/options/,202010
15,116,祺智EV,0,广汽三菱新能源,12.98,13.98,https://www.16888.com/128230/options/,202010
16,117,力帆820EV,0,力帆汽车,0.00,0.00,https://www.16888.com/128237/options/,202010
17,118,WEY P8,0,长城汽车,0.00,0.00,https://www.16888.com/127841/options/,202010
18,119,瑞虎e,0,奇瑞新能源,10.88,13.78,https://www.16888.com/128532/options/,202010
19,120,长安欧尚X7 EV,0,长安汽车,15.99,17.99,https://www.16888.com/128809/options/,202010
20,121,路盛S1 iEV360,0,华泰新能源,0.00,0.00,https://www.16888.com/128035/options/,202010
21,122,起亚KX3新能源,0,起亚,23.98,23.98,https://www.16888.com/128265/options/,202010
22,123,瑞虎3xe,0,奇瑞新能源,9.38,10.68,https://www.16888.com/127976/options/,202010
23,124,腾势,0,腾势汽车,29.88,32.88,https://www.16888.com/126366/options/,202010
24,125,北京EU5,0,BEIJING汽车,12.99,17.19,https://www.16888.com/128299/options/,202010
25,126,奔腾X40新能源,0,一汽奔腾,0.00,0.00,https://www.16888.com/128305/options/,202010
26,127,众泰Z500新能源,0,众泰新能源,0.00,0.00,https://www.16888.com/126703/options/,202010
27,128,尼欧Ⅱ,0,长安汽车,0.00,0.00,https://www.16888.com/128309/options/,202010
28,129,雷诺 e诺,0,东风雷诺,0.00,0.00,https://www.16888.com/128590/options/,202010
29,130,云100,0,众泰新能源,0.00,0.00,https://www.16888.com/126716/options/,202010
30,131,众泰E200,0,众泰新能源,0.00,0.00,https://www.16888.com/126973/options/,202010
31,132,江铃E160,0,江铃集团新能源,0.00,0.00,https://www.16888.com/127754/options/,202010
32,133,知豆D2,0,知豆电动车,0.00,0.00,https://www.16888.com/127043/options/,202010
33,134,风光580新能源,0,东风小康,0.00,0.00,https://www.16888.com/128368/options/,202010
34,135,思皓E20X,0,江淮大众,12.80,13.80,https://www.16888.com/128653/options/,202010
35,136,比亚迪e5,0,比亚迪,22.07,22.07,https://www.16888.com/127290/options/,202010
36,137,全球鹰K12,0,康迪电动汽车集团,0.00,0.00,https://www.16888.com/127525/options/,202010
37,138,奔腾B30EV,0,一汽奔腾,0.00,0.00,https://www.16888.com/128151/options/,202010
38,139,江铃E200L,0,江铃集团新能源,0.00,0.00,https://www.16888.com/127530/options/,202010
39,140,北汽新能源EC,0,北汽新能源,0.00,0.00,https://www.16888.com/127675/options/,202010
40,141,传祺GA3S PHEV,0,广汽埃安,16.48,17.48,https://www.16888.com/127752/options/,202010
41,142,野马EC30,0,野马汽车,0.00,0.00,https://www.16888.com/128211/options/,202010
42,143,威马EX6,0,威马汽车,0.00,0.00,https://www.16888.com/128755/options/,202010
0,1,宏光MINIEV,28246,上汽通用五菱,3.28,9.99,https://www.16888.com/128864/options/,202011
1,2,荣威Ei5,16163,上汽集团,13.98,15.38,https://www.16888.com/127904/options/,202011
2,3,汉,10105,比亚迪,21.78,33.18,https://www.16888.com/128787/options/,202011
3,4,欧拉黑猫,9463,长城新能源,8.48,9.98,https://www.16888.com/128302/options/,202011
4,5,秦新能源,4955,比亚迪,12.99,17.48,https://www.16888.com/128198/options/,202011
5,6,理想ONE,4646,理想,33.80,33.80,https://www.16888.com/128436/options/,202011
6,7,宝骏E100,4490,上汽通用五菱,4.98,5.48,https://www.16888.com/127573/options/,202011
7,8,名爵EZS纯电动,3922,上汽名爵,11.98,14.98,https://www.16888.com/128403/options/,202011
8,9,威马EX5,3018,威马汽车,16.08,17.98,https://www.16888.com/128029/options/,202011
9,10,唐新能源,3007,比亚迪,20.98,34.28,https://www.16888.com/126549/options/,202011
10,11,逸动新能源,2741,长安汽车,14.99,15.99,https://www.16888.com/127732/options/,202011
11,12,小鹏P7,2732,小鹏汽车,23.99,28.59,https://www.16888.com/128729/options/,202011
12,13,比亚迪e2,2670,比亚迪,9.58,14.58,https://www.16888.com/128578/options/,202011
13,14,红旗E-HS3,2552,一汽红旗,22.58,26.58,https://www.16888.com/128491/options/,202011
14,15,蔚来ES6,2438,蔚来,36.80,55.40,https://www.16888.com/127934/options/,202011
15,16,宝骏E200,2254,上汽通用五菱,5.48,6.48,https://www.16888.com/128214/options/,202011
16,17,宋新能源,2200,比亚迪,0.00,0.00,https://www.16888.com/127723/options/,202011
17,18,帕萨特新能源,2164,上汽大众,23.32,24.22,https://www.16888.com/128252/options/,202011
18,19,欧拉白猫,2054,长城新能源,7.18,10.68,https://www.16888.com/128576/options/,202011
19,20,AION V,2002,广汽埃安,18.76,26.98,https://www.16888.com/128866/options/,202011
20,21,哪吒U,1940,合众汽车,12.38,18.58,https://www.16888.com/128441/options/,202011
21,22,小鹏G3,1918,小鹏汽车,16.89,20.19,https://www.16888.com/127961/options/,202011
